Iteration number,Data misfit,Artificial Hamiltonian,Kinetic Energy,Potential Energy
86,0.765915457664225,3.96152761007296,2.362502209647266,1.599025400425694
87,0.728287870772972,3.960949501813621,2.412127369189176,1.548822132624445
88,0.7155302021451385,3.960557965891847,2.4461945692176825,1.5143633966741643
89,0.7353732714478911,3.9604173805717933,2.4585680874105282,1.501849293161265
90,0.7862781079310567,3.9605466442048294,2.4470320624780526,1.5135145817267768
91,0.8587182678496531,3.9609191560472983,2.4136013144951507,1.5473178415521476
92,0.9401425893531675,3.9614652883058445,2.3640939296382215,1.597371358667623
93,1.0188714177189708,3.962087965641012,2.3070520650406636,1.6550359006003483
94,1.085618160224786,3.9626737799437675,2.2521979449909066,1.7104758349528608
95,1.1337041365728615,3.9631227969616143,2.2087060678043966,1.7544167291572177
96,1.1588989992332681,3.9633595261954873,2.1836114620171454,1.7797480641783419
97,1.1592441620718288,3.96334619244427,2.1806284375636187,1.7827177548806512
98,1.1349353452783317,3.9630898181141334,2.199558238150505,1.7635315799636282
99,1.0882648293760004,3.9626384460374036,2.236388428604239,1.7262500174331645
100,1.0236087458612226,3.962074761992446,2.284058880394654,1.678015881597792
101,0.9474396076338398,3.9615014920940417,2.333758361109762,1.6277431309842796
102,0.8682767225010768,3.9610194671015395,2.376516675285825,1.5845027918157144
103,0.7962983920770982,3.960712897529095,2.4047904431744986,1.5559224543545964
104,0.742003223324874,3.9606313638471446,2.413769500437285,1.5468618634098596
105,0.7133180059809134,3.960786606442115,2.4021716166039058,1.5586149898382091
106,0.7120310537269385,3.9611436653517855,2.372408001658338,1.5887356636934475
107,0.7325849594176931,3.961644332394944,2.3301039463710898,1.6315403860238542
108,0.7648105731134504,3.962191400240127,2.283066311860113,1.6791250883800137
109,0.7980505878632446,3.962689628961701,2.239865722368781,1.7228239065929203
110,0.8238160544382773,3.9630548633481926,2.208319783081142,1.7547350802670507
111,0.8367048142828316,3.9632220330553096,2.1941413128566905,1.769080720198619
112,0.8344801957954308,3.9631675741644865,2.1999662102522426,1.763201363912244
113,0.8179579858193773,3.9629051631203085,2.2249537556865295,1.737951407433779
114,0.7909172124026658,3.9624842512567753,2.2650035042421988,1.6974807470145765
115,0.7599608385623958,3.9619829519593663,2.3135410633281075,1.6484418886312588
116,0.7339683607269292,3.961491704560216,2.362728608802752,1.5987630957574643
117,0.7225101025990587,3.96109617149878,2.404875858374467,1.5562203131243126
118,0.7329014561742638,3.960864640220063,2.433795714055295,1.5270689261647683
119,0.7671247984883052,3.9608347805899977,2.4458633820866162,1.5149713985033815
120,0.8210546202174999,3.9610068624829995,2.440601422251981,1.5204054402310185
121,0.8865699968407559,3.961346341495539,2.4206931974853396,1.5406531440101998
122,0.9544851748666646,3.961787480797017,2.391432142729179,1.570355338067838
123,1.0165131578466786,3.9622516015557765,2.359721162460562,1.6025304390952146
124,1.0661048634802348,3.962652364762733,2.332806735757006,1.629845629005727
125,1.0986756111441844,3.9629224345985468,2.316969176047159,1.6459532585513879
126,1.1116091984045853,3.963012568356553,2.3164277987840145,1.6465847695725382
127,1.1042091605288409,3.9629127743860053,2.3326143166792,1.6302984577068051
128,1.0776432411649237,3.962642171744157,2.363957046253424,1.598685125490733
129,1.0348836743900744,3.962253831485467,2.4062315164792696,1.5560223150061976
130,0.9806169440215339,3.9618198886755134,2.453370776718732,1.5084491119567813
131,0.9210548574456378,3.9614175968081877,2.498585754389639,1.462831842418549
132,0.8634985727483796,3.9611208686303687,2.535583330603268,1.4255375380271007
133,0.8154188028250062,3.9609819146277268,2.559708452965571,1.401273461662156
134,0.7828795804479345,3.961019011524097,2.5687500338694416,1.3922689776546555
135,0.7686526154963247,3.9612277091684076,2.563288032047333,1.3979396771210748
136,0.7711149692557809,3.9615624024288,2.546560305315683,1.415002097113117
137,0.7849102401964221,3.961963072944603,2.523811915389079,1.4381511575555241
138,0.8029834035206365,3.9623536126707233,2.501297705389802,1.4610559072809217
139,0.818677835240438,3.9626616750321006,2.4851110635727,1.4775506114594008
140,0.8270766942466499,3.96283235452025,2.4800617000245073,1.4827706544957429
141,0.8256096392308607,3.9628338410145605,2.4888093547971457,1.4740244862174148
142,0.8142439538172714,3.962672240722331,2.511404048770361,1.45126819195197
143,0.7954790685384923,3.96237399612156,2.5453033117692923,1.4170706843522674
144,0.7741573895414379,3.961996366924358,2.585852446650412,1.3761439202739463
145,0.7568931012102819,3.9616094533037223,2.627155459386964,1.3344539939167581
146,0.7507957041921054,3.9612822511418457,2.6631601988785545,1.2981220522632912
147,0.7614192617029516,3.961075025940344,2.6887555839339776,1.2723194420063664
148,0.7906930468700915,3.9610244429541894,2.7006985795636136,1.2603258633905758
149,0.8361740570479869,3.9611389120389204,2.698195524665212,1.2629433873737086
150,0.892104758196592,3.961396096700706,2.68302831187898,1.2783677848217259
